acc_name,date,inflation_count,dgs2,dgs5,dgs10,spread,fomc,ticker,price_open,price_high,price_low,price_close,volume,price_adjusted,ret_adjusted_prices,ret_closing_prices,cumret_adjusted_prices
MarketWatch,2022-07-27,10,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
MarketWatch,2022-07-26,9,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
MarketWatch,2022-07-25,7,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
MarketWatch,2022-07-22,2,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
MarketWatch,2022-07-21,3,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
MarketWatch,2022-07-20,4,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
MarketWatch,2022-07-19,5,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
MarketWatch,2022-07-18,5,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
MarketWatch,2022-07-15,19,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
MarketWatch,2022-07-14,25,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
MarketWatch,2022-07-13,36,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
MarketWatch,2022-07-12,10,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
MarketWatch,2022-07-11,6,3.07,3.05,2.99,-0.07999999999999963,0,SPY,385.850006,386.869995,383.5,384.230011,58366900,384.230011,-0.011423577460296652,-0.011423577460296652,3.683836034929684
MarketWatch,2022-07-08,7,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
MarketWatch,2022-07-07,6,3.03,3.05,3.01,-0.020000000000000018,0,SPY,385.119995,389.829987,383.269989,388.98999,64525900,388.98999,0.0149771428571428,0.0149771428571428,3.729472715208957
MarketWatch,2022-07-06,6,2.97,2.96,2.93,-0.040000000000000036,0,SPY,382.109985,385.869995,379.600006,383.25,70426200,383.25,0.0033773406388000193,0.0033773406388000193,3.6744401008977965
MarketWatch,2022-07-05,2,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
MarketWatch,2022-07-04,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarketWatch,2022-07-01,2,2.84,2.88,2.88,0.040000000000000036,0,SPY,376.559998,381.700012,373.799988,381.23999,74839700,381.23999,0.010576514247846225,0.010576514247846225,3.6551689688763855
MarketWatch,2022-06-30,14,2.92,3.01,2.98,0.06000000000000005,0,SPY,376.23999,380.660004,372.559998,377.25,112508300,377.25,-0.0081242993965851,-0.0081242993965851,3.616914619866128
MarketWatch,2022-06-29,15,3.06,3.15,3.1,0.040000000000000036,0,SPY,381.230011,382.269989,378.420013,380.339996,65676000,380.339996,-8.143911858304875e-4,-8.143911858304875e-4,3.6465402042471164
MarketWatch,2022-06-28,11,3.1,3.25,3.2,0.10000000000000009,0,SPY,390.230011,393.160004,380.529999,380.649994,86548900,380.649994,-0.020432852316661254,-0.020432852316661254,3.649512334925259
MarketWatch,2022-06-27,2,3.08,3.24,3.2,0.1200000000000001,0,SPY,391.049988,391.359985,387.440002,388.589996,66009600,388.589996,-0.0038197063414074917,-0.0038197063414074917,3.7256377406656602
MarketWatch,2022-06-24,7,3.04,3.18,3.13,0.08999999999999986,0,SPY,381.399994,390.089996,381.369995,390.079987,98050300,390.079987,0.03179386622120228,0.03179386622120228,3.7399231488336366
MarketWatch,2022-06-23,10,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
MarketWatch,2022-06-22,1,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
MSNBC,2022-07-14,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
MSNBC,2022-07-13,2,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
MSNBC,2022-06-22,2,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
MSNBC,2022-06-10,1,3.06,3.25,3.15,0.08999999999999986,0,SPY,394.880005,395.779999,389.75,389.799988,132893900,388.123413,-0.028995616628744614,-0.02899565051317432,3.721164338746295
Newsweek,2022-07-29,2,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Newsweek,2022-07-28,4,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
Newsweek,2022-07-27,10,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
Newsweek,2022-07-26,1,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
Newsweek,2022-07-25,1,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
Newsweek,2022-07-22,1,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
Newsweek,2022-07-20,1,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
Newsweek,2022-07-19,2,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
Newsweek,2022-07-18,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
Newsweek,2022-07-13,3,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
Newsweek,2022-07-05,1,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
Newsweek,2022-07-01,1,2.84,2.88,2.88,0.040000000000000036,0,SPY,376.559998,381.700012,373.799988,381.23999,74839700,381.23999,0.010576514247846225,0.010576514247846225,3.6551689688763855
Newsweek,2022-06-27,1,3.08,3.24,3.2,0.1200000000000001,0,SPY,391.049988,391.359985,387.440002,388.589996,66009600,388.589996,-0.0038197063414074917,-0.0038197063414074917,3.7256377406656602
Newsweek,2022-06-24,1,3.04,3.18,3.13,0.08999999999999986,0,SPY,381.399994,390.089996,381.369995,390.079987,98050300,390.079987,0.03179386622120228,0.03179386622120228,3.7399231488336366
Newsweek,2022-06-23,1,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
Newsweek,2022-06-22,3,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
Newsweek,2022-06-17,4,3.17,3.34,3.25,0.08000000000000007,0,SPY,365.51001,369.380005,362.170013,365.859985,111113900,365.859985,0.0021556976394074834,-0.0021546679747116437,3.5077119378939767
Newsweek,2022-06-15,3,3.2,3.38,3.33,0.1299999999999999,1,SPY,377.359985,383.899994,372.119995,379.200012,125666800,377.569031,0.014256356999726716,0.0142563379551226,3.619973355155965
Newsweek,2022-06-14,3,3.45,3.61,3.49,0.040000000000000036,1,SPY,376.850006,377.940002,370.589996,373.869995,104011800,372.261932,-0.003013368820724005,-0.0030133466666666386,3.5690911180130174
NewYorker,2022-07-26,1,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
NewYorker,2022-07-19,1,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
NewYorker,2022-07-15,1,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
NewYorker,2022-06-30,1,2.92,3.01,2.98,0.06000000000000005,0,SPY,376.23999,380.660004,372.559998,377.25,112508300,377.25,-0.0081242993965851,-0.0081242993965851,3.616914619866128
NewYorker,2022-06-24,1,3.04,3.18,3.13,0.08999999999999986,0,SPY,381.399994,390.089996,381.369995,390.079987,98050300,390.079987,0.03179386622120228,0.03179386622120228,3.7399231488336366
NewYorker,2022-06-23,1,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
NewYorker,2022-06-16,1,3.14,3.35,3.28,0.13999999999999968,0,SPY,370.51001,370.940002,364.079987,366.649994,134473300,365.072998,-0.03309602211522489,-0.03309603798219296,3.500166636937198
nprpolitics,2022-07-28,2,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
nprpolitics,2022-07-27,3,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
nprpolitics,2022-07-14,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
nprpolitics,2022-07-13,3,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
nprpolitics,2022-06-23,1,3.01,3.14,3.09,0.08000000000000007,0,SPY,376.640015,378.829987,372.890015,378.059998,79292100,378.059998,0.009802566449321537,0.009802566449321537,3.6246805406302434
nprpolitics,2022-06-22,1,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
nprpolitics,2022-06-15,2,3.2,3.38,3.33,0.1299999999999999,1,SPY,377.359985,383.899994,372.119995,379.200012,125666800,377.569031,0.014256356999726716,0.0142563379551226,3.619973355155965
nprpolitics,2022-06-10,1,3.06,3.25,3.15,0.08999999999999986,0,SPY,394.880005,395.779999,389.75,389.799988,132893900,388.123413,-0.028995616628744614,-0.02899565051317432,3.721164338746295
nprpolitics,2022-06-03,2,2.66,2.95,2.96,0.2999999999999998,0,SPY,412.399994,414.040009,409.51001,410.540009,71874300,408.774231,-0.016411482303661518,-0.016411523404554873,3.919155711937533
nprpolitics,2022-06-01,4,2.66,2.94,2.94,0.2799999999999998,0,SPY,415.170013,416.23999,406.929993,409.589996,86585800,407.828308,-0.008088510772380264,-0.008088530880826617,3.910086599338546
nprpolitics,2022-05-31,1,2.53,2.81,2.85,0.3200000000000003,0,SPY,413.549988,416.459991,410.029999,412.929993,95937000,411.153931,-0.00561093689522707,-0.005610983345109455,3.9419712764727093
nprpolitics,2022-05-24,1,2.5,2.76,2.76,0.2599999999999998,0,SPY,392.559998,395.149994,386.959991,393.890015,91448800,392.195831,-0.007633781111426097,-0.007633774818000871,3.7602089728149646
nprpolitics,2022-05-13,1,2.61,2.89,2.93,0.3200000000000003,0,SPY,396.709991,403.179993,395.609985,401.720001,104174400,399.992157,0.023907849292226224,0.023907848028830614,3.8349568733865813
nprpolitics,2022-05-12,1,2.56,2.81,2.84,0.2799999999999998,0,SPY,389.369995,395.799988,385.149994,392.339996,125090800,390.652496,-0.0010439145858496257,-0.0010439312539783918,3.7454121247702963
nprpolitics,2022-05-10,2,2.62,2.91,2.99,0.3700000000000001,0,SPY,404.48999,406.079987,394.820007,399.089996,132497200,397.373444,0.0023105028063694633,0.0023105280909239134,3.809849752551768
nprpolitics,2022-04-15,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nprpolitics,2022-04-14,1,2.47,2.79,2.83,0.3599999999999999,0,SPY,443.549988,444.730011,437.679993,437.790009,97869500,435.907013,-0.012451756727967389,-0.012451758419398495,4.17929343465043
nprpolitics,2022-04-13,2,2.37,2.66,2.7,0.33000000000000007,0,SPY,438.029999,444.109985,437.839996,443.309998,74070400,441.403259,0.011453542944709127,0.011453578445590473,4.23198913382016
nprpolitics,2022-04-12,2,2.39,2.66,2.72,0.33000000000000007,0,SPY,443.079987,445.75,436.649994,438.290009,84363600,436.404877,-0.003705211784666873,-0.003705228113820791,4.184066745665154
nprpolitics,2022-04-11,1,2.5,2.79,2.79,0.29000000000000004,0,SPY,444.109985,445,439.390015,439.920013,89770500,438.027863,-0.017092294803882746,-0.017092284738373875,4.199627254058099
nprpolitics,2022-03-16,1,1.95,2.18,2.19,0.24,0,SPY,429.890015,435.679993,424.799988,435.619995,144954800,432.403015,0.02217418872291721,0.022174206799482343,4.145698572903093
nprpolitics,2022-03-15,1,1.85,2.1,2.15,0.2999999999999998,0,SPY,419.769989,426.839996,418.420013,426.170013,106219100,423.022827,0.021990440909077646,0.021990438848920713,4.055765268425181
nprpolitics,2022-03-14,4,1.87,2.1,2.14,0.27,0,SPY,420.890015,424.549988,415.790009,417,95729200,413.920532,-0.007308389996528719,-0.007308322300668246,3.96849628536399
nprpolitics,2022-03-11,1,1.75,1.96,2,0.25,0,SPY,428.119995,428.769989,419.529999,420.070007,95636300,416.967896,-0.012714996056439887,-0.01271506030867342,3.997713132027088
nytimes,2022-07-29,4,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nytimes,2022-07-28,8,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
nytimes,2022-07-27,7,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
nytimes,2022-07-26,1,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
nytimes,2022-07-25,1,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
nytimes,2022-07-22,1,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
nytimes,2022-07-21,1,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
nytimes,2022-07-20,2,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
nytimes,2022-07-15,2,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
nytimes,2022-07-14,3,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
nytimes,2022-07-13,1,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
nytimes,2022-07-12,2,3.03,3.01,2.96,-0.06999999999999984,0,SPY,383.649994,386.160004,378.98999,380.829987,62219200,380.829987,-0.0088489287735517,-0.0088489287735517,3.651238032243148
nytimes,2022-07-11,3,3.07,3.05,2.99,-0.07999999999999963,0,SPY,385.850006,386.869995,383.5,384.230011,58366900,384.230011,-0.011423577460296652,-0.011423577460296652,3.683836034929684
nytimes,2022-07-08,3,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
nytimes,2022-07-07,1,3.03,3.05,3.01,-0.020000000000000018,0,SPY,385.119995,389.829987,383.269989,388.98999,64525900,388.98999,0.0149771428571428,0.0149771428571428,3.729472715208957
nytimes,2022-07-06,1,2.97,2.96,2.93,-0.040000000000000036,0,SPY,382.109985,385.869995,379.600006,383.25,70426200,383.25,0.0033773406388000193,0.0033773406388000193,3.6744401008977965
nytimes,2022-07-05,3,2.82,2.82,2.82,0,0,SPY,375.880005,381.980011,372.899994,381.959991,81438000,381.959991,0.0018885767990919344,0.0018885767990919344,3.6620720361877663
nytimes,2022-07-04,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nytimes,2022-07-01,5,2.84,2.88,2.88,0.040000000000000036,0,SPY,376.559998,381.700012,373.799988,381.23999,74839700,381.23999,0.010576514247846225,0.010576514247846225,3.6551689688763855
nytimes,2022-06-30,1,2.92,3.01,2.98,0.06000000000000005,0,SPY,376.23999,380.660004,372.559998,377.25,112508300,377.25,-0.0081242993965851,-0.0081242993965851,3.616914619866128
politico,2022-07-29,1,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
politico,2022-07-27,2,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
politico,2022-07-22,1,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
politico,2022-07-19,1,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
politico,2022-07-15,1,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
politico,2022-07-14,1,3.15,3.06,2.96,-0.18999999999999995,0,SPY,373.609985,379.049988,371.040009,377.910004,89704800,377.910004,-0.0024284851557963005,-0.0024284851557963005,3.6232424611299323
politico,2022-07-13,2,3.13,3.02,2.91,-0.21999999999999975,0,SPY,375.100006,381.920013,374.660004,378.829987,84224600,378.829987,-0.005251687283753692,-0.005251687283753692,3.6320628718992585
politico,2022-07-08,1,3.12,3.13,3.09,-0.03000000000000025,0,SPY,387.269989,390.640015,385.660004,388.670013,72397800,388.670013,-8.225841492733865e-4,-8.225841492733865e-4,3.7264049100682786
politico,2022-07-07,1,3.03,3.05,3.01,-0.020000000000000018,0,SPY,385.119995,389.829987,383.269989,388.98999,64525900,388.98999,0.0149771428571428,0.0149771428571428,3.729472715208957
politico,2022-07-01,1,2.84,2.88,2.88,0.040000000000000036,0,SPY,376.559998,381.700012,373.799988,381.23999,74839700,381.23999,0.010576514247846225,0.010576514247846225,3.6551689688763855
politico,2022-06-22,1,3.06,3.22,3.16,0.10000000000000009,0,SPY,370.619995,378.720001,370.179993,374.390015,90059400,374.390015,-0.0018129735444294415,-0.0018129735444294415,3.5894942843880697
politico,2022-06-17,2,3.17,3.34,3.25,0.08000000000000007,0,SPY,365.51001,369.380005,362.170013,365.859985,111113900,365.859985,0.0021556976394074834,-0.0021546679747116437,3.5077119378939767
politico,2022-06-15,2,3.2,3.38,3.33,0.1299999999999999,1,SPY,377.359985,383.899994,372.119995,379.200012,125666800,377.569031,0.014256356999726716,0.0142563379551226,3.619973355155965
politico,2022-06-10,1,3.06,3.25,3.15,0.08999999999999986,0,SPY,394.880005,395.779999,389.75,389.799988,132893900,388.123413,-0.028995616628744614,-0.02899565051317432,3.721164338746295
politico,2022-06-07,1,2.75,2.99,2.98,0.22999999999999998,0,SPY,408.100006,416.220001,407.609985,415.73999,59272400,413.951843,0.009592200222204417,0.009592221553874403,3.968796482086756
politico,2022-06-03,1,2.66,2.95,2.96,0.2999999999999998,0,SPY,412.399994,414.040009,409.51001,410.540009,71874300,408.774231,-0.016411482303661518,-0.016411523404554873,3.919155711937533
politico,2022-05-31,1,2.53,2.81,2.85,0.3200000000000003,0,SPY,413.549988,416.459991,410.029999,412.929993,95937000,411.153931,-0.00561093689522707,-0.005610983345109455,3.9419712764727093
politico,2022-05-26,1,2.46,2.7,2.75,0.29000000000000004,0,SPY,398.670013,407.040009,398.450012,405.309998,82168300,403.566711,0.019981387696429653,0.01998138535849936,3.869228196440527
politico,2022-05-12,1,2.56,2.81,2.84,0.2799999999999998,0,SPY,389.369995,395.799988,385.149994,392.339996,125090800,390.652496,-0.0010439145858496257,-0.0010439312539783918,3.7454121247702963
politico,2022-05-11,1,2.66,2.89,2.91,0.25,0,SPY,398.070007,404.040009,391.959991,392.75,142361000,391.06073,-0.015886099323738523,-0.015886131107129997,3.74932610097421
politico,2022-05-10,1,2.62,2.91,2.99,0.3700000000000001,0,SPY,404.48999,406.079987,394.820007,399.089996,132497200,397.373444,0.0023105028063694633,0.0023105280909239134,3.809849752551768
politico,2022-05-04,3,2.66,2.93,2.93,0.27,1,SPY,417.079987,429.660004,413.709991,429.059998,144247900,427.214569,0.03045294163550749,0.03045293445346875,4.095953930910291
politico,2022-04-18,2,2.46,2.79,2.85,0.3900000000000001,0,SPY,436.809998,439.75,435.609985,437.970001,66002500,436.086243,4.1116567216148425e-4,4.1113775166135014e-4,4.181011816644648
politico,2022-04-14,1,2.47,2.79,2.83,0.3599999999999999,0,SPY,443.549988,444.730011,437.679993,437.790009,97869500,435.907013,-0.012451756727967389,-0.012451758419398495,4.17929343465043
politico,2022-04-12,2,2.39,2.66,2.72,0.33000000000000007,0,SPY,443.079987,445.75,436.649994,438.290009,84363600,436.404877,-0.003705211784666873,-0.003705228113820791,4.184066745665154
politico,2022-04-06,1,2.5,2.7,2.61,0.10999999999999988,0,SPY,446.890015,448.929993,443.470001,446.519989,106898000,444.599457,-0.009999330713305055,-0.009999357049418678,4.262632938390569
politico,2022-04-01,1,2.44,2.55,2.39,-0.04999999999999982,0,SPY,453.309998,453.459991,449.140015,452.920013,89048800,450.971954,0.002834138825635213,0.00283411114491261,4.323729764273546
politico,2022-03-29,1,2.35,2.49,2.41,0.06000000000000005,0,SPY,460.019989,462.070007,457.179993,461.549988,86581500,459.564789,0.012370821796117593,0.012370827467080403,4.406114258740338
politico,2022-03-18,1,1.97,2.14,2.14,0.17000000000000015,0,SPY,438,444.859985,437.220001,444.519989,106345500,442.608063,0.010952758679591446,0.007821846748242045,4.243540288761638
Reuters,2022-07-29,24,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reuters,2022-07-28,20,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
Reuters,2022-07-27,18,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
Reuters,2022-07-26,4,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
TheEconomist,2022-07-29,2,2.89,2.7,2.67,-0.2200000000000002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TheEconomist,2022-07-28,3,2.85,2.69,2.68,-0.16999999999999993,0,SPY,401.890015,406.799988,398.149994,406.070007,73966600,406.070007,0.012542384518049454,0.012542384518049454,3.8932287475346343
TheEconomist,2022-07-27,3,2.96,2.82,2.78,-0.18000000000000016,1,SPY,394.359985,402.880005,394.049988,401.040009,82342100,401.040009,0.02596636805880026,0.02596636805880026,3.845003238444913
TheEconomist,2022-07-26,2,3.02,2.89,2.81,-0.20999999999999996,1,SPY,393.839996,394.059998,389.950012,390.890015,52946400,390.890015,-0.011831008208870508,-0.011831008208870508,3.747689357225156
TheEconomist,2022-07-25,2,3,2.89,2.81,-0.18999999999999995,0,SPY,395.75,396.470001,393.209991,395.570007,53631500,395.570007,0.001214940911842266,0.001214940911842266,3.7925591557292155
TheEconomist,2022-07-22,5,2.98,2.87,2.77,-0.20999999999999996,0,SPY,398.920013,400.179993,392.75,395.089996,72197300,395.089996,-0.009278098539324264,-0.009278098539324264,3.7879570117833
TheEconomist,2022-07-21,3,3.1,3,2.91,-0.18999999999999995,0,SPY,394.160004,398.839996,391.630005,398.790009,64903900,398.790009,0.010183195562011083,0.010183195562011083,3.823431183058038
TheEconomist,2022-07-20,1,3.25,3.18,3.04,-0.20999999999999996,0,SPY,392.470001,396.26001,391.029999,394.769989,71843800,394.769989,0.006373161521668225,0.006373161521668225,3.784888919015217
TheEconomist,2022-07-19,2,3.23,3.14,3.01,-0.2200000000000002,0,SPY,386.079987,392.869995,385.390015,392.269989,78506000,392.269989,0.027019182290273003,0.027019182290273003,3.760919968585355
TheEconomist,2022-07-18,2,3.15,3.06,2.96,-0.18999999999999995,0,SPY,388.380005,389.089996,380.660004,381.950012,63203600,381.950012,-0.008256933915081421,-0.008256933915081421,3.6619763617252303
TheEconomist,2022-07-15,2,3.13,3.05,2.93,-0.19999999999999973,0,SPY,382.549988,385.25,380.540009,385.130005,79060400,385.130005,0.019105080372521677,0.019105080372521677,3.692464799558953
